company_bucket,company_folder,file_path,rel_path,company_name,cik,accession_number,form_type,period_of_report,fiscal_year,A_Total_Assets,L_Total_Liabilities,E_Total_Equity,R_Total_Revenue,Pi_Net_Income,Operating_Income,Cash_CashEquiv,Marketable_Securities,H_HQLA_Proxy,BS_Check_LplusE,C_Derived_Cost,BS_Residual_A_minus_L_minus_E,Liquidity_Ratio_H_over_A,Capital_Ratio_E_over_A,Lambda_Assumed,Kappa_Assumed,Liquidity_Pass_H_ge_lambdaA,Capital_Pass_E_ge_kappaA,flags,period_dt,q_year,q_num,form_pri,completeness
failed,3D Systems,data/failed/3D Systems/0000912057-96-008387.txt,failed/3D Systems/0000912057-96-008387.txt,3 D SYSTEMS CORP,0000910638,0000912057-96-008387,10-Q,19960329,1996,,,62950455.0,3768121.0,1330996.0,1360239.0,38258927.0,,38258927.0,,2437125.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,1996-03-29,1996,1,0,4
failed,3D Systems,data/failed/3D Systems/0000912057-96-016839.txt,failed/3D Systems/0000912057-96-016839.txt,3 D SYSTEMS CORP,0000910638,0000912057-96-016839,10-Q,19960628,1996,,,62950455.0,3768121.0,1410533.0,1415477.0,38258927.0,,38258927.0,,2357588.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,1996-06-28,1996,2,0,4
failed,3D Systems,data/failed/3D Systems/0000912057-96-025398.txt,failed/3D Systems/0000912057-96-025398.txt,3 D SYSTEMS CORP,0000910638,0000912057-96-025398,10-Q,19960927,1996,,,62950455.0,3768121.0,4865705.0,1454908.0,38258927.0,,38258927.0,,-1097584.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,1996-09-27,1996,3,0,4
failed,3D Systems,data/failed/3D Systems/0000912057-97-011334.txt,failed/3D Systems/0000912057-97-011334.txt,3 D SYSTEMS CORP,0000910638,0000912057-97-011334,8-K,19961231,1996,,,62950455.0,,-2774.0,3109.0,-1.0,-1.0,-2.0,,,,,,0.05,0.08,,,SGML_NoMatchingType;MissingH;LabelFallback_Tight;8K_QuarterEnd_Inferred,1996-12-31,1996,4,1,3
failed,3D Systems,data/failed/3D Systems/0000912057-97-016972.txt,failed/3D Systems/0000912057-97-016972.txt,3 D SYSTEMS CORP,0000910638,0000912057-97-016972,10-Q,19970328,1997,,,68702590.0,5572892.0,1121243.0,1484001.0,24356441.0,3759492.0,28115933.0,,4451649.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1997-03-28,1997,1,0,4
failed,3D Systems,data/failed/3D Systems/0000912057-97-026974.txt,failed/3D Systems/0000912057-97-026974.txt,3 D SYSTEMS CORP,0000910638,0000912057-97-026974,10-Q,19970627,1997,,,68702590.0,5572892.0,801068.0,,24356441.0,3759492.0,28115933.0,,4771824.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1997-06-27,1997,2,0,4
failed,3D Systems,data/failed/3D Systems/0001047469-97-003396.txt,failed/3D Systems/0001047469-97-003396.txt,3 D SYSTEMS CORP,0000910638,0001047469-97-003396,10-Q,19970926,1997,,,68702590.0,5572892.0,1015404.0,,24356441.0,3759492.0,28115933.0,,4557488.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1997-09-26,1997,3,0,4
failed,3D Systems,data/failed/3D Systems/0001047469-98-019186.txt,failed/3D Systems/0001047469-98-019186.txt,3 D SYSTEMS CORP,0000910638,0001047469-98-019186,10-Q,19980327,1998,,,64595045.0,6514868.0,387546.0,348306.0,12694831.0,3498265.0,16193096.0,,6127322.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1998-03-27,1998,1,0,4
failed,3D Systems,data/failed/3D Systems/0001047469-98-030159.txt,failed/3D Systems/0001047469-98-030159.txt,3 D SYSTEMS CORP,0000910638,0001047469-98-030159,10-Q,19980626,1998,,,64595045.0,6514868.0,-279681.0,,12694831.0,3498265.0,16193096.0,,6794549.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1998-06-26,1998,2,0,4
failed,3D Systems,data/failed/3D Systems/0001047469-98-039628.txt,failed/3D Systems/0001047469-98-039628.txt,3 D SYSTEMS CORP,0000910638,0001047469-98-039628,10-Q,19980925,1998,,,64595045.0,6514868.0,-2134759.0,,12694831.0,3498265.0,16193096.0,,8649627.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1998-09-25,1998,3,0,4
failed,3D Systems,data/failed/3D Systems/0001047469-99-021095.txt,failed/3D Systems/0001047469-99-021095.txt,3 D SYSTEMS CORP,0000910638,0001047469-99-021095,10-Q,19990402,1999,,,66556910.0,9013559.0,354388.0,,15911793.0,3484641.0,19396434.0,,8659171.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1999-04-02,1999,2,0,4
failed,3D Systems,data/failed/3D Systems/0001047469-99-032547.txt,failed/3D Systems/0001047469-99-032547.txt,3 D SYSTEMS CORP,0000910638,0001047469-99-032547,10-Q,19990702,1999,,,66556910.0,9013559.0,525635.0,,15911793.0,3484641.0,19396434.0,,8487924.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1999-07-02,1999,3,0,4
failed,3D Systems,data/failed/3D Systems/0000912057-00-014478.txt,failed/3D Systems/0000912057-00-014478.txt,3 D SYSTEMS CORP,0000910638,0000912057-00-014478,10-Q,19991001,1999,,,66556910.0,9013559.0,476921.0,2.0,1.0,3484641.0,3484642.0,,8536638.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,1999-10-01,1999,4,0,4
failed,3D Systems,data/failed/3D Systems/0000912057-00-023886.txt,failed/3D Systems/0000912057-00-023886.txt,3 D SYSTEMS CORP,0000910638,0000912057-00-023886,10-Q,20000331,2000,,,60491.0,,1080.0,,11308.0,-498.0,10810.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2000-03-31,2000,1,0,3
failed,3D Systems,data/failed/3D Systems/0000912057-00-037231.txt,failed/3D Systems/0000912057-00-037231.txt,3 D SYSTEMS CORP,0000910638,0000912057-00-037231,10-Q,20000630,2000,,,63742.0,,6.2,,13537.0,-498.0,13039.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2000-06-30,2000,2,0,3
failed,3D Systems,data/failed/3D Systems/a2029896z10-q.txt,failed/3D Systems/a2029896z10-q.txt,3D Systems,,,10-Q,20000929,2000,,,65660.0,,2771.0,,12227.0,-497.0,11730.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2000-09-29,2000,3,0,3
failed,3D Systems,data/failed/3D Systems/0001104659-01-502438.txt,failed/3D Systems/0001104659-01-502438.txt,3 D SYSTEMS CORP,0000910638,0001104659-01-502438,8-K,20001231,2000,,,,548000.0,1.0,1.0,10.0,,10.0,,547999.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly;8K_QuarterEnd_Inferred,2000-12-31,2000,4,1,3
failed,3D Systems,data/failed/3D Systems/j0684_10q.htm,failed/3D Systems/j0684_10q.htm,3D Systems,,,10-Q,20010330,2001,,,,11471000.0,1080000.0,1594000.0,,,,,10391000.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:R_Total_Revenue;HTML:Pi_Net_Income;HTML:Operating_Income;MissingH,2001-03-30,2001,1,0,2
failed,3D Systems,data/failed/3D Systems/0001104659-01-501657.txt,failed/3D Systems/0001104659-01-501657.txt,3 D SYSTEMS CORP,0000910638,0001104659-01-501657,10-Q,20010629,2001,,,,,0.0,2.8,15.0,,15.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2001-06-29,2001,2,0,2
failed,3D Systems,data/failed/3D Systems/0001104659-01-503008.txt,failed/3D Systems/0001104659-01-503008.txt,3 D SYSTEMS CORP,0000910638,0001104659-01-503008,10-Q,20010928,2001,,,,,1.0,160.0,4.0,,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2001-09-28,2001,3,0,2
failed,3D Systems,data/failed/3D Systems/0001104659-02-000979.txt,failed/3D Systems/0001104659-02-000979.txt,3 D SYSTEMS CORP,0000910638,0001104659-02-000979,10-Q,20011231,2001,,,,,2.0,12.3,1.0,1.0,2.0,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2001-12-31,2001,4,0,2
failed,3D Systems,data/failed/3D Systems/j3689_10q.htm,failed/3D Systems/j3689_10q.htm,3D Systems,,,10-Q,20020329,2002,,,,,2.0,2.1,2.0,,2.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2002-03-29,2002,1,0,2
failed,3D Systems,data/failed/3D Systems/j4292_10q.htm,failed/3D Systems/j4292_10q.htm,3D Systems,,,10-Q,20020628,2002,,,,,2.0,1.3,1.0,,1.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2002-06-28,2002,2,0,2
failed,3D Systems,data/failed/3D Systems/0001011438-02-000567.txt,failed/3D Systems/0001011438-02-000567.txt,3 D SYSTEMS CORP,0000910638,0001011438-02-000567,10-Q,20020927,2002,,,75597.0,107204.0,-1341.0,0.7,1032.0,,1032.0,,108545.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2002-09-27,2002,3,0,4
failed,3D Systems,data/failed/3D Systems/0001193125-03-019218.txt,failed/3D Systems/0001193125-03-019218.txt,3D SYSTEMS CORP,0000910638,0001193125-03-019218,10-Q,20030328,2003,,,,,8694000.0,,,,,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:Pi_Net_Income;MissingH,2003-03-28,2003,1,0,1
failed,3D Systems,data/failed/3D Systems/form_10-q.txt,failed/3D Systems/form_10-q.txt,3D Systems,,,10-Q,20030627,2003,,61197.0,50890.0,15119.0,-0.44,3.0,1269.0,,1269.0,,15119.44,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2003-06-27,2003,2,0,5
failed,3D Systems,data/failed/3D Systems/d10q.htm,failed/3D Systems/d10q.htm,3D Systems,,,10-Q,20030926,2003,,,,,854000.0,,,,,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:Pi_Net_Income;MissingH,2003-09-26,2003,3,0,1
failed,3D Systems,data/failed/3D Systems/0001047469-04-007939.txt,failed/3D Systems/0001047469-04-007939.txt,3D SYSTEMS CORP,0000910638,0001047469-04-007939,8-K,20031231,2003,,,,,1.0,-2.0,21.7,,21.7,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;HTMLTables_Targeted;HTML:Cash_CashEquiv;HProxyIsCashOnly;LabelFallback_Tight;8K_QuarterEnd_Inferred,2003-12-31,2003,4,1,2
failed,3D Systems,data/failed/3D Systems/0001104659-04-012243.txt,failed/3D Systems/0001104659-04-012243.txt,3D SYSTEMS CORP,0000910638,0001104659-04-012243,10-Q,20040331,2004,,,,,2.0,,1.0,0.0,1.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2004-03-31,2004,1,0,2
failed,3D Systems,data/failed/3D Systems/ddd-20150630x10q.htm,failed/3D Systems/ddd-20150630x10q.htm,3D Systems,,,10-Q,20040630,2004,1525970000.0,222973000.0,1292918000.0,,7002000.0,,284862000.0,,284862000.0,,,10079000.0,0.1866760159111909,0.8472761587711423,0.05,0.08,True,True,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:E_Total_Equity;HTML:Cash_CashEquiv;HTML:Pi_Net_Income;HProxyIsCashOnly,2004-06-30,2004,2,0,5
failed,3D Systems,data/failed/3D Systems/a04-12500_210q.htm,failed/3D Systems/a04-12500_210q.htm,3D Systems,,,10-Q,20040930,2004,,,,,8.0,,16.0,,16.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2004-09-30,2004,3,0,2
failed,3D Systems,data/failed/3D Systems/a2152505z10-k.htm,failed/3D Systems/a2152505z10-k.htm,3D Systems,,,10-Q,20041231,2004,,,,,3622000.0,,26276000.0,,26276000.0,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;HTMLTables_Targeted;HTML:Cash_CashEquiv;HTML:Pi_Net_Income;HProxyIsCashOnly,2004-12-31,2004,4,0,2
failed,3D Systems,data/failed/3D Systems/0001104659-05-061363.txt,failed/3D Systems/0001104659-05-061363.txt,3D SYSTEMS CORP,0000910638,0001104659-05-061363,10-Q,20050331,2005,,,,,16.0,1.5,9.0,,9.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2005-03-31,2005,1,0,2
failed,3D Systems,data/failed/3D Systems/a05-12576_110q.htm,failed/3D Systems/a05-12576_110q.htm,3D Systems,,,10-Q,20050630,2005,,,,,8.0,0.1,16.0,,16.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2005-06-30,2005,2,0,2
failed,3D Systems,data/failed/3D Systems/0001104659-05-052128.txt,failed/3D Systems/0001104659-05-052128.txt,3D SYSTEMS CORP,0000910638,0001104659-05-052128,10-Q,20050930,2005,,,,,13.0,13.0,13.0,,13.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2005-09-30,2005,3,0,2
failed,3D Systems,data/failed/3D Systems/a07-2776_110qa.htm,failed/3D Systems/a07-2776_110qa.htm,3D Systems,,,10-Q,20060331,2006,,,,,151.0,16.0,31.0,,31.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2006-03-31,2006,1,0,2
failed,3D Systems,data/failed/3D Systems/a07-2776_210qa.htm,failed/3D Systems/a07-2776_210qa.htm,3D Systems,,,10-Q,20060630,2006,,,,,151.0,16.0,30.0,,30.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2006-06-30,2006,2,0,2
failed,3D Systems,data/failed/3D Systems/0001104659-07-006679.txt,failed/3D Systems/0001104659-07-006679.txt,3D SYSTEMS CORP,0000910638,0001104659-07-006679,10-Q,20060930,2006,,,,,1.0,16.0,30.0,,30.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2006-09-30,2006,3,0,2
failed,3D Systems,data/failed/3D Systems/g07988exv10w1.htm,failed/3D Systems/g07988exv10w1.htm,3D Systems,,,10-Q,20061231,2006,5000000.0,,,,,,,,,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2006-12-31,2006,4,0,1
failed,3D Systems,data/failed/3D Systems/g07362qe10vq.htm,failed/3D Systems/g07362qe10vq.htm,3D Systems,,,10-Q,20070331,2007,155257.0,88140.0,67117.0,36932.0,160.0,12.0,7007.0,,7007.0,,36772.0,0.0,0.04513162047443916,0.4322961283549212,0.05,0.08,False,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly;DerivedE_AminusL,2007-03-31,2007,1,0,6
failed,3D Systems,data/failed/3D Systems/0000950144-07-007282.txt,failed/3D Systems/0000950144-07-007282.txt,3D SYSTEMS CORP,0000910638,0000950144-07-007282,10-Q,20070630,2007,167985.0,82242.0,85743.0,36426.0,160.0,,29173.0,,29173.0,,36266.0,0.0,0.173664315266244,0.5104205732654701,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly;DerivedE_AminusL,2007-06-30,2007,2,0,6
failed,3D Systems,data/failed/3D Systems/g10231e10vq.htm,failed/3D Systems/g10231e10vq.htm,3D Systems,,,10-Q,20070930,2007,163206.0,61144.0,102062.0,38228.0,330.0,,25472.0,,25472.0,,37898.0,0.0,0.15607269340587968,0.6253569108978837,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly;DerivedE_AminusL,2007-09-30,2007,3,0,6
failed,3D Systems,data/failed/3D Systems/g13320qe10vq.htm,failed/3D Systems/g13320qe10vq.htm,3D Systems,,,10-Q,20080331,2008,,59136.0,,31787.0,,160.0,21932.0,-1.0,21931.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2008-03-31,2008,1,0,3
failed,3D Systems,data/failed/3D Systems/0000950144-08-006039.txt,failed/3D Systems/0000950144-08-006039.txt,3D SYSTEMS CORP,0000910638,0000950144-08-006039,10-Q,20080630,2008,,62088.0,,36656.0,,,19109.0,6.0,19115.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2008-06-30,2008,2,0,3
failed,3D Systems,data/failed/3D Systems/c76670e10vq.htm,failed/3D Systems/c76670e10vq.htm,3D Systems,,,10-Q,20080930,2008,,54138.0,,35577.0,,,18119.0,85.0,18204.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2008-09-30,2008,3,0,3
failed,3D Systems,data/failed/3D Systems/g17897e10vk.htm,failed/3D Systems/g17897e10vk.htm,3D Systems,,,8-K,20081231,2008,153002.0,50768.0,102234.0,,6.0,3.5,7.5,7.5,15.0,,,0.0,9.80379341446517e-05,0.6681873439562882,0.05,0.08,False,True,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight;DerivedE_AminusL;8K_QuarterEnd_Inferred,2008-12-31,2008,4,1,5
failed,3D Systems,data/failed/3D Systems/c84772e10vq.htm,failed/3D Systems/c84772e10vq.htm,3D Systems,,,10-Q,20090331,2009,,41363.0,,24031.0,,,23417.0,147.0,23564.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2009-03-31,2009,1,0,3
failed,3D Systems,data/failed/3D Systems/0000950123-09-028913.txt,failed/3D Systems/0000950123-09-028913.txt,3D SYSTEMS CORP,0000910638,0000950123-09-028913,10-Q,20090630,2009,,38980.0,99251.0,24705.0,4.0,,24029.0,10.0,24039.0,,24701.0,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2009-06-30,2009,2,0,5
failed,3D Systems,data/failed/3D Systems/0000950123-09-056897.txt,failed/3D Systems/0000950123-09-056897.txt,3D SYSTEMS CORP,0000910638,0000950123-09-056897,10-Q,20090930,2009,142143.0,40974.0,101169.0,27667.0,927.0,10.0,23981.0,10.0,23991.0,,26740.0,0.0,0.16878073489373377,0.7117409932251324,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2009-09-30,2009,3,0,6
failed,3D Systems,data/failed/3D Systems/g22206e10vk.htm,failed/3D Systems/g22206e10vk.htm,3D Systems,,,8-K,20091231,2009,150403.0,45633.0,104770.0,,6.0,1.6,2.7,2.7,5.4,,,0.0,3.5903539158128494e-05,0.6965951477031708,0.05,0.08,False,True,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight;8K_QuarterEnd_Inferred,2009-12-31,2009,4,1,5
failed,3D Systems,data/failed/3D Systems/c00091e10vq.htm,failed/3D Systems/c00091e10vq.htm,3D Systems,,,10-Q,20100331,2010,153863.0,45185.0,108678.0,31627.0,151.0,2.7,26636.0,,26636.0,,31476.0,0.0,0.17311504390269267,0.7063296569025692,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2010-03-31,2010,1,0,6
failed,3D Systems,data/failed/3D Systems/0000950123-10-069424.txt,failed/3D Systems/0000950123-10-069424.txt,3D SYSTEMS CORP,0000910638,0000950123-10-069424,10-Q,20100630,2010,156779.0,44993.0,111786.0,35144.0,2737.0,3.4,25878.0,,25878.0,,32407.0,0.0,0.1650603716058911,0.7130164116367625,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2010-06-30,2010,2,0,6
failed,3D Systems,data/failed/3D Systems/c07282e10vq.htm,failed/3D Systems/c07282e10vq.htm,3D Systems,,,10-Q,20100930,2010,170849.0,50244.0,120605.0,41503.0,5368.0,10.0,33811.0,,33811.0,,36135.0,0.0,0.19789989991161785,0.7059157501653507,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2010-09-30,2010,3,0,6
failed,3D Systems,data/failed/3D Systems/0000950123-11-040534.txt,failed/3D Systems/0000950123-11-040534.txt,3D SYSTEMS CORP,0000910638,0000950123-11-040534,10-Q,20110331,2011,279503.0,82532.0,196971.0,47896.0,6822.0,7411.0,70828.0,,70828.0,,41074.0,0.0,0.25340694017595516,0.7047187328937435,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2011-03-31,2011,1,0,6
failed,3D Systems,data/failed/3D Systems/0000950123-11-069234.txt,failed/3D Systems/0000950123-11-069234.txt,3D SYSTEMS CORP,0000910638,0000950123-11-069234,10-Q,20110630,2011,304591.0,81039.0,223552.0,55128.0,13373.0,8001.0,79009.0,,79009.0,,41755.0,0.0,0.2593937443982258,0.7339415806770391,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2011-06-30,2011,2,0,6
failed,3D Systems,data/failed/3D Systems/c23657e10vq.htm,failed/3D Systems/c23657e10vq.htm,3D Systems,,,10-Q,20110930,2011,306930.0,77367.0,229563.0,57538.0,7220.0,8791.0,72617.0,,72617.0,,50318.0,0.0,0.23659140520639885,0.74793275339654,0.05,0.08,True,True,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2011-09-30,2011,3,0,6
failed,3D Systems,data/failed/3D Systems/0001193125-12-074109.txt,failed/3D Systems/0001193125-12-074109.txt,3D SYSTEMS CORP,0000910638,0001193125-12-074109,8-K,20111231,2011,,,,,6.0,6.0,141.8,,141.8,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight;HProxyIsCashOnly;8K_QuarterEnd_Inferred,2011-12-31,2011,4,1,2
failed,3D Systems,data/failed/3D Systems/d340166d10q.htm,failed/3D Systems/d340166d10q.htm,3D Systems,,,10-Q,20120331,2012,,,,,1.0,1.0,1.0,,1.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2012-03-31,2012,1,0,2
failed,3D Systems,data/failed/3D Systems/d384076d10q.htm,failed/3D Systems/d384076d10q.htm,3D Systems,,,10-Q,20120630,2012,,,,,1.0,1.0,1.0,,1.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2012-06-30,2012,2,0,2
failed,3D Systems,data/failed/3D Systems/d426213d10q.htm,failed/3D Systems/d426213d10q.htm,3D Systems,,,10-Q,20120930,2012,,,,,1.0,1.0,1.0,,1.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2012-09-30,2012,3,0,2
failed,3D Systems,data/failed/3D Systems/0001193125-13-072822.txt,failed/3D Systems/0001193125-13-072822.txt,3D SYSTEMS CORP,0000910638,0001193125-13-072822,8-K,20121231,2012,,,,,12.0,12.0,23.2,23.2,46.4,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight;8K_QuarterEnd_Inferred,2012-12-31,2012,4,1,2
failed,3D Systems,data/failed/3D Systems/0001193125-13-184477.txt,failed/3D Systems/0001193125-13-184477.txt,3D SYSTEMS CORP,0000910638,0001193125-13-184477,10-Q,20130331,2013,,,,,1.0,1.0,1.0,,1.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2013-03-31,2013,1,0,2
failed,3D Systems,data/failed/3D Systems/d573829d10q.htm,failed/3D Systems/d573829d10q.htm,3D Systems,,,10-Q,20130630,2013,,,,,1.0,1.0,1.0,,1.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,2013-06-30,2013,2,0,2
failed,3D Systems,data/failed/3D Systems/0001562762-13-000324.txt,failed/3D Systems/0001562762-13-000324.txt,3D SYSTEMS CORP,0000910638,0001562762-13-000324,10-Q,20130930,2013,677442000.0,197109000.0,480333000.0,,28029000.0,,155859000.0,,155859000.0,,,0.0,0.23006988052113686,0.7090392978291868,0.05,0.08,True,True,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:E_Total_Equity;HTML:Cash_CashEquiv;HTML:Pi_Net_Income;HProxyIsCashOnly,2013-09-30,2013,3,0,5
failed,3D Systems,data/failed/3D Systems/c638-20140331x10q.htm,failed/3D Systems/c638-20140331x10q.htm,3D Systems,,,10-Q,20140331,2014,1097856000.0,164064000.0,932646000.0,102079000.0,5883000.0,,306316000.0,,306316000.0,,96196000.0,1146000.0,0.2790129124402472,0.849515783490731,0.05,0.08,True,True,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:E_Total_Equity;HTML:Cash_CashEquiv;HTML:Pi_Net_Income;HTML:R_Total_Revenue;HProxyIsCashOnly,2014-03-31,2014,1,0,6
failed,3D Systems,data/failed/3D Systems/0000910638-14-000014.txt,failed/3D Systems/0000910638-14-000014.txt,3D SYSTEMS CORP,0000910638,0000910638-14-000014,10-Q,20140630,2014,1097856000.0,164064000.0,932646000.0,,15226000.0,,306316000.0,,306316000.0,,,1146000.0,0.2790129124402472,0.849515783490731,0.05,0.08,True,True,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:E_Total_Equity;HTML:Cash_CashEquiv;HTML:Pi_Net_Income;HProxyIsCashOnly,2014-06-30,2014,2,0,5
failed,3D Systems,data/failed/3D Systems/c638-20140930x10q.htm,failed/3D Systems/c638-20140930x10q.htm,3D Systems,,,10-Q,20140930,2014,1097856000.0,164064000.0,932646000.0,,32883000.0,,306316000.0,,306316000.0,,,1146000.0,0.2790129124402472,0.849515783490731,0.05,0.08,True,True,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:E_Total_Equity;HTML:Cash_CashEquiv;HTML:Pi_Net_Income;HProxyIsCashOnly,2014-09-30,2014,3,0,5
