company_bucket,company_folder,file_path,rel_path,company_name,cik,accession_number,form_type,period_of_report,fiscal_year,A_Total_Assets,L_Total_Liabilities,E_Total_Equity,R_Total_Revenue,Pi_Net_Income,Operating_Income,Cash_CashEquiv,Marketable_Securities,H_HQLA_Proxy,BS_Check_LplusE,C_Derived_Cost,BS_Residual_A_minus_L_minus_E,Liquidity_Ratio_H_over_A,Capital_Ratio_E_over_A,Lambda_Assumed,Kappa_Assumed,Liquidity_Pass_H_ge_lambdaA,Capital_Pass_E_ge_kappaA,flags,period_dt,q_year,q_num,form_pri,completeness
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-20-000047.txt,healthy/KLA Corp/0000319201-20-000047.txt,KLA CORP,0000319201,0000319201-20-000047,10-Q,20200630,2020,9279960000.0,6598950000.0,2681010000.0,1459593000.0,411253000.0,,1234409000.0,,1234409000.0,9279960000.0,1048340000.0,0.0,0.13301878456372657,0.28890318492752126,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2020-06-30,2020,2,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-20-000057.txt,healthy/KLA Corp/0000319201-20-000057.txt,KLA CORP,0000319201,0000319201-20-000057,10-Q,20200930,2020,9320096000.0,6557751000.0,2762345000.0,1145495000.0,420567000.0,,1215820000.0,,1215820000.0,9320096000.0,724928000.0,0.0,0.13045144599368932,0.2963858955959252,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2020-09-30,2020,3,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-21-000008.txt,healthy/KLA Corp/0000319201-21-000008.txt,KLA CORP,0000319201,0000319201-21-000008,10-Q,20201231,2020,9814644000.0,6864338000.0,2950306000.0,1238023000.0,457251000.0,,1431466000.0,,1431466000.0,9814644000.0,780772000.0,0.0,0.14585001758596644,0.30060244671126124,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2020-12-31,2020,4,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-21-000017.txt,healthy/KLA Corp/0000319201-21-000017.txt,KLA CORP,0000319201,0000319201-21-000017,10-Q,20210331,2021,9939240000.0,6826376000.0,3114856000.0,1375320000.0,567496000.0,,1452150000.0,,1452150000.0,9939240000.0,807824000.0,-1992000.0,0.14610272012749465,0.3133897561584186,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2021-03-31,2021,1,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-21-000029.txt,healthy/KLA Corp/0000319201-21-000029.txt,KLA CORP,0000319201,0000319201-21-000029,10-Q,20210630,2021,10271124000.0,6895482000.0,3377554000.0,1925471000.0,632978000.0,,1434610000.0,,1434610000.0,10271124000.0,1292493000.0,-1912000.0,0.13967409993297716,0.32883976476187027,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2021-06-30,2021,2,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-21-000037.txt,healthy/KLA Corp/0000319201-21-000037.txt,KLA CORP,0000319201,0000319201-21-000037,10-Q,20210930,2021,11146477000.0,7287391000.0,3860930000.0,1629888000.0,1068417000.0,766348000.0,1509564000.0,,1509564000.0,11146477000.0,561471000.0,-1844000.0,0.13542969675530664,0.3463811929096521,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2021-09-30,2021,3,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-22-000006.txt,healthy/KLA Corp/0000319201-22-000006.txt,KLA CORP,0000319201,0000319201-22-000006,10-Q,20211231,2021,11680237000.0,7633481000.0,4048527000.0,1895769000.0,717444000.0,926905000.0,1657057000.0,,1657057000.0,11680237000.0,1178325000.0,-1771000.0,0.14186843982703434,0.3466134291624391,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2021-12-31,2021,4,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-22-000012.txt,healthy/KLA Corp/0000319201-22-000012.txt,KLA CORP,0000319201,0000319201-22-000012,10-Q,20220331,2022,12017812000.0,7939188000.0,4080307000.0,1800659000.0,730572000.0,846285000.0,1415172000.0,,1415172000.0,12017812000.0,1070087000.0,-1683000.0,0.11775621053150108,0.33952162007526826,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2022-03-31,2022,1,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-22-000023.txt,healthy/KLA Corp/0000319201-22-000023.txt,KLA CORP,0000319201,0000319201-22-000023,10-Q,20220630,2022,12597088000.0,11197998000.0,1401351000.0,7301428000.0,3321807000.0,3489237000.0,1584908000.0,,1584908000.0,12597088000.0,3979621000.0,-2261000.0,0.12581542654937394,0.11124404306773121,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2022-06-30,2022,2,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0001628280-22-027311.txt,healthy/KLA Corp/0001628280-22-027311.txt,KLA CORP,0000319201,0001628280-22-027311,10-Q,20220930,2022,13123652000.0,11021578000.0,2102074000.0,2195609000.0,1025991000.0,1070028000.0,1819280000.0,,1819280000.0,13123652000.0,1169618000.0,0.0,0.13862604707896856,0.16017446972839572,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2022-09-30,2022,3,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-23-000010.txt,healthy/KLA Corp/0000319201-23-000010.txt,KLA CORP,0000319201,0000319201-23-000010,10-Q,20221231,2022,13729074000.0,11125814000.0,2603260000.0,2983887000.0,978795000.0,1142973000.0,1571477000.0,,1571477000.0,13729074000.0,2005092000.0,0.0,0.11446343722817723,0.18961657574283597,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2022-12-31,2022,4,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-23-000020.txt,healthy/KLA Corp/0000319201-23-000020.txt,KLA CORP,0000319201,0000319201-23-000020,10-Q,20230331,2023,13683549000.0,11000768000.0,2682781000.0,1903484000.0,697837000.0,800683000.0,1568513000.0,,1568513000.0,13683549000.0,1205647000.0,0.0,0.11462764521104868,0.19605885870690418,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2023-03-31,2023,1,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-23-000031.txt,healthy/KLA Corp/0000319201-23-000031.txt,KLA CORP,0000319201,0000319201-23-000031,10-Q,20230630,2023,14072357000.0,11152604000.0,2919753000.0,8379025000.0,3387277000.0,3789190000.0,1927865000.0,,1927865000.0,14072357000.0,4991748000.0,0.0,0.13699659552411866,0.20748144749312428,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2023-06-30,2023,2,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-23-000039.txt,healthy/KLA Corp/0000319201-23-000039.txt,KLA CORP,0000319201,0000319201-23-000039,10-Q,20230930,2023,14136841000.0,11146624000.0,2990217000.0,1836664000.0,741375000.0,851711000.0,1711570000.0,,1711570000.0,14136841000.0,1095289000.0,0.0,0.12107160291326755,0.21151946180904208,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2023-09-30,2023,3,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-24-000006.txt,healthy/KLA Corp/0000319201-24-000006.txt,KLA CORP,0000319201,0000319201-24-000006,10-Q,20231231,2023,14280501000.0,11236790000.0,3043711000.0,1921809000.0,582534000.0,691270000.0,1665054000.0,,1665054000.0,14280501000.0,1339275000.0,0.0,0.1165963294985239,0.21313755028622594,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2023-12-31,2023,4,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-24-000012.txt,healthy/KLA Corp/0000319201-24-000012.txt,KLA CORP,0000319201,0000319201-24-000012,10-Q,20240331,2024,14957289000.0,11862404000.0,3094885000.0,1769369000.0,601541000.0,702008000.0,1848167000.0,,1848167000.0,14957289000.0,1167828000.0,0.0,0.12356296652421438,0.2069148359706094,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2024-03-31,2024,1,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-24-000021.txt,healthy/KLA Corp/0000319201-24-000021.txt,KLA CORP,0000319201,0000319201-24-000021,10-Q,20240630,2024,15433566000.0,12065238000.0,3368328000.0,7482679000.0,2761896000.0,3190032000.0,1977129000.0,,1977129000.0,15433566000.0,4720783000.0,0.0,0.12810577931244146,0.2182469041827404,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2024-06-30,2024,2,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-24-000027.txt,healthy/KLA Corp/0000319201-24-000027.txt,KLA CORP,0000319201,0000319201-24-000027,10-Q,20240930,2024,15681737000.0,12122023000.0,3559714000.0,2197389000.0,945851000.0,1078687000.0,1977202000.0,,1977202000.0,15681737000.0,1251538000.0,0.0,0.12608309908526077,0.22699743019539226,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2024-09-30,2024,3,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-25-000006.txt,healthy/KLA Corp/0000319201-25-000006.txt,KLA CORP,0000319201,0000319201-25-000006,10-Q,20241231,2024,15001696000.0,11417147000.0,3584549000.0,2409462000.0,824527000.0,972529000.0,1838278000.0,,1838278000.0,15001696000.0,1584935000.0,0.0,0.12253801170214354,0.23894291685420102,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2024-12-31,2024,4,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-25-000012.txt,healthy/KLA Corp/0000319201-25-000012.txt,KLA CORP,0000319201,0000319201-25-000012,10-Q,20250331,2025,15188307000.0,11183568000.0,4004739000.0,2393821000.0,1088416000.0,1264433000.0,1858022000.0,,1858022000.0,15188307000.0,1305405000.0,0.0,0.12233239688926488,0.26367250806821324,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2025-03-31,2025,1,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-25-000024.txt,healthy/KLA Corp/0000319201-25-000024.txt,KLA CORP,0000319201,0000319201-25-000024,10-Q,20250630,2025,16067926000.0,11375473000.0,4692453000.0,9472854000.0,4061643000.0,4644448000.0,2078908000.0,,2078908000.0,16067926000.0,5411211000.0,0.0,0.12938247288417934,0.29203849955495187,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2025-06-30,2025,2,0,6
healthy,KLA Corp,data/healthy/KLA Corp/0000319201-25-000034.txt,healthy/KLA Corp/0000319201-25-000034.txt,KLA CORP,0000319201,0000319201-25-000034,10-Q,20250930,2025,16317974000.0,11332903000.0,4985071000.0,2465006000.0,1121040000.0,1309476000.0,1946211000.0,,1946211000.0,16317974000.0,1343966000.0,0.0,0.11926793117822101,0.3054957067586944,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2025-09-30,2025,3,0,6
healthy,Meta,data/healthy/Meta/fb-12312012x10k.htm,healthy/Meta/fb-12312012x10k.htm,Meta,,,10-Q,20120331,2012,,,,,2.0,10.0,,2.0,,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2012-03-31,2012,1,0,1
healthy,Meta,data/healthy/Meta/0001193125-12-325997.txt,healthy/Meta/0001193125-12-325997.txt,Facebook Inc,0001326801,0001193125-12-325997,10-Q,20120630,2012,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2012-06-30,2012,2,0,2
healthy,Meta,data/healthy/Meta/0001326801-12-000006.txt,healthy/Meta/0001326801-12-000006.txt,Facebook Inc,0001326801,0001326801-12-000006,10-Q,20120930,2012,,,,,2.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2012-09-30,2012,3,0,2
healthy,Meta,data/healthy/Meta/0001326801-13-000003.txt,healthy/Meta/0001326801-13-000003.txt,Facebook Inc,0001326801,0001326801-13-000003,10-Q,20121231,2012,,,,,2.0,10.0,,2.0,,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2012-12-31,2012,4,0,1
healthy,Meta,data/healthy/Meta/fb-3312013x10q.htm,healthy/Meta/fb-3312013x10q.htm,Meta,,,10-Q,20130331,2013,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2013-03-31,2013,1,0,2
healthy,Meta,data/healthy/Meta/fb-6302013x10q.htm,healthy/Meta/fb-6302013x10q.htm,Meta,,,10-Q,20130630,2013,,,,,1.0,10.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2013-06-30,2013,2,0,2
healthy,Meta,data/healthy/Meta/0001326801-13-000031.txt,healthy/Meta/0001326801-13-000031.txt,Facebook Inc,0001326801,0001326801-13-000031,10-Q,20130930,2013,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2013-09-30,2013,3,0,2
healthy,Meta,data/healthy/Meta/0001326801-14-000007.txt,healthy/Meta/0001326801-14-000007.txt,Facebook Inc,0001326801,0001326801-14-000007,10-Q,20131231,2013,,,,,2.0,2.0,,2.0,,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2013-12-31,2013,4,0,1
healthy,Meta,data/healthy/Meta/0001326801-14-000023.txt,healthy/Meta/0001326801-14-000023.txt,Facebook Inc,0001326801,0001326801-14-000023,10-Q,20140331,2014,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2014-03-31,2014,1,0,2
healthy,Meta,data/healthy/Meta/0001326801-14-000032.txt,healthy/Meta/0001326801-14-000032.txt,Facebook Inc,0001326801,0001326801-14-000032,10-Q,20140630,2014,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2014-06-30,2014,2,0,2
healthy,Meta,data/healthy/Meta/fb-9302014x10q.htm,healthy/Meta/fb-9302014x10q.htm,Meta,,,10-Q,20140930,2014,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2014-09-30,2014,3,0,2
healthy,Meta,data/healthy/Meta/0001326801-15-000006.txt,healthy/Meta/0001326801-15-000006.txt,Facebook Inc,0001326801,0001326801-15-000006,10-Q,20141231,2014,,,,,2.0,2.0,,2.0,,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2014-12-31,2014,4,0,1
healthy,Meta,data/healthy/Meta/0001326801-15-000015.txt,healthy/Meta/0001326801-15-000015.txt,Facebook Inc,0001326801,0001326801-15-000015,10-Q,20150331,2015,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2015-03-31,2015,1,0,2
healthy,Meta,data/healthy/Meta/0001326801-15-000028.txt,healthy/Meta/0001326801-15-000028.txt,Facebook Inc,0001326801,0001326801-15-000028,10-Q,20150630,2015,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2015-06-30,2015,2,0,2
healthy,Meta,data/healthy/Meta/fb-9302015x10q.htm,healthy/Meta/fb-9302015x10q.htm,Meta,,,10-Q,20150930,2015,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2015-09-30,2015,3,0,2
healthy,Meta,data/healthy/Meta/0001326801-16-000043.txt,healthy/Meta/0001326801-16-000043.txt,Facebook Inc,0001326801,0001326801-16-000043,10-Q,20151231,2015,,,,,2.0,2.0,10.0,2.0,12.0,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2015-12-31,2015,4,0,2
healthy,Meta,data/healthy/Meta/fb-3312016x10q.htm,healthy/Meta/fb-3312016x10q.htm,Meta,,,10-Q,20160331,2016,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2016-03-31,2016,1,0,2
healthy,Meta,data/healthy/Meta/0001326801-16-000082.txt,healthy/Meta/0001326801-16-000082.txt,Facebook Inc,0001326801,0001326801-16-000082,10-Q,20160630,2016,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2016-06-30,2016,2,0,2
healthy,Meta,data/healthy/Meta/fb-9302016x10q.htm,healthy/Meta/fb-9302016x10q.htm,Meta,,,10-Q,20160930,2016,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2016-09-30,2016,3,0,2
healthy,Meta,data/healthy/Meta/0001326801-17-000007.txt,healthy/Meta/0001326801-17-000007.txt,Facebook Inc,0001326801,0001326801-17-000007,10-Q,20161231,2016,,,,,2.0,2.0,10.0,2.0,12.0,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2016-12-31,2016,4,0,2
healthy,Meta,data/healthy/Meta/0001326801-17-000024.txt,healthy/Meta/0001326801-17-000024.txt,Facebook Inc,0001326801,0001326801-17-000024,10-Q,20170331,2017,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2017-03-31,2017,1,0,2
healthy,Meta,data/healthy/Meta/0001326801-17-000038.txt,healthy/Meta/0001326801-17-000038.txt,Facebook Inc,0001326801,0001326801-17-000038,10-Q,20170630,2017,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2017-06-30,2017,2,0,2
healthy,Meta,data/healthy/Meta/fb-09302017x10q.htm,healthy/Meta/fb-09302017x10q.htm,Meta,,,10-Q,20170930,2017,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2017-09-30,2017,3,0,2
healthy,Meta,data/healthy/Meta/0001326801-18-000009.txt,healthy/Meta/0001326801-18-000009.txt,Facebook Inc,0001326801,0001326801-18-000009,10-Q,20171231,2017,,,,,2.0,2.0,10.0,2.0,12.0,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2017-12-31,2017,4,0,2
healthy,Meta,data/healthy/Meta/fb-03312018x10q.htm,healthy/Meta/fb-03312018x10q.htm,Meta,,,10-Q,20180331,2018,,,,,2.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2018-03-31,2018,1,0,2
healthy,Meta,data/healthy/Meta/fb-06302018x10q.htm,healthy/Meta/fb-06302018x10q.htm,Meta,,,10-Q,20180630,2018,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2018-06-30,2018,2,0,2
healthy,Meta,data/healthy/Meta/0001326801-18-000067.txt,healthy/Meta/0001326801-18-000067.txt,Facebook Inc,0001326801,0001326801-18-000067,10-Q,20180930,2018,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2018-09-30,2018,3,0,2
healthy,Meta,data/healthy/Meta/fb-12312018x10k.htm,healthy/Meta/fb-12312018x10k.htm,Meta,,,10-Q,20181231,2018,,,,,2.0,2.0,10.0,2.0,12.0,,,,,,0.05,0.08,,,SGML_Primary_HTMLFallback;MissingH;LabelFallback_Tight,2018-12-31,2018,4,0,2
healthy,Meta,data/healthy/Meta/fb-03312019x10q.htm,healthy/Meta/fb-03312019x10q.htm,Meta,,,10-Q,20190331,2019,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,0.05,0.08,,,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,2019-03-31,2019,1,0,2
healthy,Meta,data/healthy/Meta/0001326801-19-000055.txt,healthy/Meta/0001326801-19-000055.txt,Facebook Inc,0001326801,0001326801-19-000055,10-Q,20190630,2019,117006000000.0,28244000000.0,88762000000.0,16886000000.0,2616000000.0,4626000000.0,13998000000.0,,13998000000.0,117006000000.0,14270000000.0,0.0,0.11963489051843496,0.7586106695383142,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2019-06-30,2019,2,0,6
healthy,Meta,data/healthy/Meta/0001326801-19-000069.txt,healthy/Meta/0001326801-19-000069.txt,Facebook Inc,0001326801,0001326801-19-000069,10-Q,20190930,2019,124418000000.0,30419000000.0,93999000000.0,17652000000.0,6091000000.0,7185000000.0,16080000000.0,,16080000000.0,124418000000.0,11561000000.0,0.0,0.12924174958607276,0.7555096529441078,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2019-09-30,2019,3,0,6
healthy,Meta,data/healthy/Meta/0001326801-20-000013.txt,healthy/Meta/0001326801-20-000013.txt,Facebook Inc,0001326801,0001326801-20-000013,10-Q,20191231,2019,133376000000.0,32322000000.0,101054000000.0,70697000000.0,18485000000.0,23986000000.0,19279000000.0,,19279000000.0,133376000000.0,52212000000.0,0.0,0.1445462452015355,0.7576625479846449,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2019-12-31,2019,4,0,6
healthy,Meta,data/healthy/Meta/0001326801-20-000048.txt,healthy/Meta/0001326801-20-000048.txt,Facebook Inc,0001326801,0001326801-20-000048,10-Q,20200331,2020,138371000000.0,33067000000.0,105304000000.0,17737000000.0,4902000000.0,5893000000.0,23927000000.0,,23927000000.0,138371000000.0,12835000000.0,0.0,0.17291918104227041,0.7610265156716364,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2020-03-31,2020,1,0,6
healthy,Meta,data/healthy/Meta/0001326801-20-000076.txt,healthy/Meta/0001326801-20-000076.txt,Facebook Inc,0001326801,0001326801-20-000076,10-Q,20200630,2020,139691000000.0,29244000000.0,110447000000.0,18687000000.0,5178000000.0,5963000000.0,21569000000.0,,21569000000.0,139691000000.0,13509000000.0,0.0,0.15440507978323587,0.7906522252686287,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2020-06-30,2020,2,0,6
healthy,Meta,data/healthy/Meta/0001326801-20-000084.txt,healthy/Meta/0001326801-20-000084.txt,Facebook Inc,0001326801,0001326801-20-000084,10-Q,20200930,2020,146437000000.0,28706000000.0,117731000000.0,21470000000.0,7846000000.0,8040000000.0,11979000000.0,,11979000000.0,146437000000.0,13624000000.0,0.0,0.08180309621202292,0.803970308050561,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2020-09-30,2020,3,0,6
healthy,Meta,data/healthy/Meta/0001326801-21-000014.txt,healthy/Meta/0001326801-21-000014.txt,Facebook Inc,0001326801,0001326801-21-000014,10-Q,20201231,2020,159316000000.0,31026000000.0,128290000000.0,85965000000.0,29146000000.0,32671000000.0,17954000000.0,,17954000000.0,159316000000.0,56819000000.0,0.0,0.11269426799568154,0.8052549649752693,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2020-12-31,2020,4,0,6
healthy,Meta,data/healthy/Meta/0001326801-21-000033.txt,healthy/Meta/0001326801-21-000033.txt,Facebook Inc,0001326801,0001326801-21-000033,10-Q,20210331,2021,163523000000.0,29866000000.0,133657000000.0,26171000000.0,9497000000.0,11378000000.0,19891000000.0,,19891000000.0,163523000000.0,16674000000.0,0.0,0.12164038086385401,0.8173590259474203,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2021-03-31,2021,1,0,6
healthy,Meta,data/healthy/Meta/0001326801-21-000049.txt,healthy/Meta/0001326801-21-000049.txt,Facebook Inc,0001326801,0001326801-21-000049,10-Q,20210630,2021,170609000000.0,32382000000.0,138227000000.0,29077000000.0,10394000000.0,12367000000.0,16511000000.0,,16511000000.0,170609000000.0,18683000000.0,0.0,0.09677684061215996,0.8101975862938063,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2021-06-30,2021,2,0,6
healthy,Meta,data/healthy/Meta/0001326801-21-000065.txt,healthy/Meta/0001326801-21-000065.txt,Facebook Inc,0001326801,0001326801-21-000065,10-Q,20210930,2021,169585000000.0,36225000000.0,133360000000.0,29010000000.0,9194000000.0,10423000000.0,14804000000.0,,14804000000.0,169585000000.0,19816000000.0,0.0,0.08729545655570953,0.7863903057463809,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2021-09-30,2021,3,0,6
healthy,Meta,data/healthy/Meta/0001326801-22-000018.txt,healthy/Meta/0001326801-22-000018.txt,"Meta Platforms, Inc.",0001326801,0001326801-22-000018,10-Q,20211231,2021,165987000000.0,41108000000.0,124879000000.0,117929000000.0,39370000000.0,46753000000.0,16865000000.0,,16865000000.0,165987000000.0,78559000000.0,0.0,0.10160434250875068,0.7523420508835029,0.05,0.08,True,True,SGML_Primary_HTMLFallback;InlineXBRL;HProxyIsCashOnly,2021-12-31,2021,4,0,6
healthy,Meta,data/healthy/Meta/0001326801-22-000057.txt,healthy/Meta/0001326801-22-000057.txt,"Meta Platforms, Inc.",0001326801,0001326801-22-000057,10-Q,20220331,2022,164218000000.0,40990000000.0,123228000000.0,27908000000.0,7465000000.0,8524000000.0,15353000000.0,,15353000000.0,164218000000.0,20443000000.0,0.0,0.09349157826791217,0.7503927705854413,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL;HProxyIsCashOnly,2022-03-31,2022,1,0,6
healthy,Meta,data/healthy/Meta/0001326801-22-000082.txt,healthy/Meta/0001326801-22-000082.txt,"Meta Platforms, Inc.",0001326801,0001326801-22-000082,10-Q,20220630,2022,169779000000.0,44012000000.0,125767000000.0,28822000000.0,6687000000.0,8358000000.0,13478000000.0,27808000000.0,41286000000.0,169779000000.0,22135000000.0,0.0,0.24317495096566713,0.7407688818994104,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL,2022-06-30,2022,2,0,6
healthy,Meta,data/healthy/Meta/0001326801-22-000108.txt,healthy/Meta/0001326801-22-000108.txt,"Meta Platforms, Inc.",0001326801,0001326801-22-000108,10-Q,20220930,2022,178894000000.0,54800000000.0,124094000000.0,27714000000.0,4395000000.0,5664000000.0,15251000000.0,27468000000.0,42719000000.0,178894000000.0,23319000000.0,0.0,0.23879504063859044,0.6936733484633358,0.05,0.08,True,True,SGML_Primary_SEQ1;InlineXBRL,2022-09-30,2022,3,0,6
