label_raw,y,issuer,company_name,cik,accession,form,report_date,filed_date,fiscal_year,path,flags_raw,regime,trust_score,eligible_solvency,n_fields,mid_00,mid_01,mid_02,mid_03,mid_04,mid_05,mid_06,mid_07,mid_08,mid_09,mid_10,mid_11,mid_12,mid_13,mid_14,mid_15,mid_16,mid_17,mid_18,mid_19,mid_20,mid_21,mid_22,mid_23,mid_24,mid_25,mid_26,mid_27,mid_28,mid_29,mid_30,mid_31,flag__SGML_Primary_SEQ1,flag__MissingH,flag__LabelFallback_Tight,flag__InlineXBRL,flag__HProxyIsCashOnly,flag__SANITY_FAIL_BS_MISMATCH,flag__SALVAGE_DerivedE_AminusL,flag__HTMLTables_Targeted,flag__SGML_Primary_HTMLFallback,flag__HTML:Pi_Net_Income,flag__HTML:R_Total_Revenue,flag__HTML:Marketable_Securities,flag__HTML:Operating_Income,flag__HTML:E_Total_Equity,flag__HTML:Cash_CashEquiv,flag__DerivedL_AminusE,flag__PlainXBRL,flag__DerivedE_AminusL,flag__HTML:A_Total_Assets,flag__HTML:L_Total_Liabilities,flag__DerivedL_SumCurrentNoncurrent,flag__SANITY_DROP_OperatingIncome_OutOfRange,flag__SGML_NoMatchingType,float_tail_0,float_tail_1,ticker,annualized_equity_vol,marketCap_info,shares_outstanding_info,last_price,computed_marketcap,risk_free_rate,total_assets,total_liabilities,total_equity,cash_and_equiv,short_term_debt,long_term_debt,default_point,market_equity,equity_volatility,issuer_res,ticker_res,fiscal_year_res,report_date_res,market_equity_res,equity_volatility_res,short_term_debt_res,long_term_debt_res,default_point_res,asset_value_A,asset_vol_sigmaA,DD,PD,classification
healthy,0,Amazon,AMAZON COM INC,1018724.0,0001018724-25-000004,10-K,2024-12-31,2024-12-31,2024.0,healthy/Amazon/0001018724-25-000004.txt,SGML_Primary_SEQ1;InlineXBRL;DerivedL_AminusE,C,0.459,False,30,624894000000.0,338924000000.0,285970000000.0,272311000000.0,59248000000.0,68593000000.0,82312000000.0,22423000000.0,104735000000.0,624894000000.0,213063000000.0,0.0,0.1676044257106005,0.4576296139825314,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,AMZN,0.34861381553329185,2418019926016.0,10690216011.0,226.19000244140625,2418019985627.25,0.05,624894000000.0,338924000000.0,285970000000.0,272311000000.0,59248000000.0,68593000000.0,93544500000.0,2418019926016.0,0.34861381553329185,Amazon,AMZN,2024.0,2024-12-31,2418019926016.0,0.34861381553329185,59248000000.0,68593000000.0,93544500000.0,2507002189276.87,0.6700396823312916,4.647380157750993,1.680886407067895e-06,healthy
healthy,0,Amazon,AMAZON COM INC,1018724.0,0001018724-25-000123,10-Q,2025-09-30,2025-09-30,2025.0,healthy/Amazon/0001018724-25-000123.txt,SGML_Primary_SEQ1;InlineXBRL;DerivedL_AminusE,C,0.459,False,30,727921000000.0,358290000000.0,369631000000.0,74058000000.0,21187000000.0,17422000000.0,70464000000.0,27275000000.0,97739000000.0,727921000000.0,52871000000.0,0.0,0.134271438796243,0.5077899936943707,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,AMZN,0.34861381553329185,2418019926016.0,10690216011.0,226.19000244140625,2418019985627.25,0.05,727921000000.0,358290000000.0,369631000000.0,74058000000.0,21187000000.0,17422000000.0,29898000000.0,2418019926016.0,0.34861381553329185,Amazon,AMZN,2025.0,2025-09-30,2418019926016.0,0.34861381553329185,21187000000.0,17422000000.0,29898000000.0,2446459783349.722,0.3459124286130374,12.704886023062755,2.7775152439275366e-37,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0000320193-94-000002,10-Q,1993-12-31,1993-12-31,1993.0,healthy/Apple/0000320193-94-000002.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,2053259.0,2468854.0,40018.0,64707.0,972388.0,150387.0,1122775.0,,2428836.0,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,2053259.0,2468854.0,40018.0,64707.0,72371.5,4129783545856.0,0.3274188818527714,Apple,AAPL,1993.0,1993-12-31,4129783545856.0,0.3274188818527714,40018.0,64707.0,72371.5,4129783614697.9004,0.34924680234464,51.10624203064332,0.0,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0000320193-94-000016,10-K,1994-09-30,1994-09-30,1994.0,healthy/Apple/0000320193-94-000016.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly;DerivedL_AminusE,A,0.08778375,False,30,5302746.0,2919445.0,2383301.0,,310178.0,522274.0,1203488.0,,1203488.0,,,0.0,0.2269556188435199,0.4494465697583855,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,5302746.0,2919445.0,2383301.0,,310178.0,522274.0,571315.0,4129783545856.0,0.3274188818527714,Apple,AAPL,1994.0,1994-09-30,4129783545856.0,0.3274188818527714,310178.0,522274.0,571315.0,4129784089307.6387,0.3492467621722606,45.19029323001439,0.0,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0000320193-95-000016,10-K,1995-09-29,1995-09-29,1995.0,healthy/Apple/0000320193-95-000016.txt,SGML_Primary_SEQ1;LabelFallback_Tight;HProxyIsCashOnly,A,0.1215,False,30,,,,,424.0,684.0,756.0,,756.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,424.0,684.0,766.0,4129783545856.0,0.3274188818527714,Apple,AAPL,1995.0,1995-09-29,4129783545856.0,0.3274188818527714,424.0,684.0,766.0,4129783546584.6416,0.4365585101441239,51.22514337880418,0.0,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0000320193-96-000023,10-K,1996-09-27,1996-09-27,1996.0,healthy/Apple/0000320193-96-000023.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,-816.0,-1383.0,,,,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,-816.0,-1383.0,-1507.5,4129783545856.0,0.3274188818527714,Apple,AAPL,1996.0,1996-09-27,4129783545856.0,0.3274188818527714,-816.0,-1383.0,-1507.5,,,,,unknown
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0001047469-97-006960,10-K,1997-09-26,1997-09-26,1997.0,healthy/Apple/0001047469-97-006960.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,-1045.0,-1070.0,,1459.0,,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,-1045.0,-1070.0,-1580.0,4129783545856.0,0.3274188818527714,Apple,AAPL,1997.0,1997-09-26,4129783545856.0,0.3274188818527714,-1045.0,-1070.0,-1580.0,,,,,unknown
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0000320193-99-000002,10-Q,1998-12-26,1998-12-26,1998.0,healthy/Apple/0000320193-99-000002.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,152.0,127.0,1221.0,1357.0,2578.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,152.0,127.0,215.5,4129783545856.0,0.3274188818527714,Apple,AAPL,1998.0,1998-12-26,4129783545856.0,0.3274188818527714,152.0,127.0,215.5,4129783546060.9897,0.43655851021887676,54.13018640630646,0.0,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0000912057-99-010244,10-K,1999-09-25,1999-09-25,1999.0,healthy/Apple/0000912057-99-010244.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,601.0,44.0,1326.0,3226.0,4552.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,601.0,44.0,623.0,4129783545856.0,0.3274188818527714,Apple,AAPL,1999.0,1999-09-25,4129783545856.0,0.3274188818527714,601.0,44.0,623.0,4129783546448.6157,0.4365585101635421,51.6984720280146,0.0,healthy
healthy,0,Apple,Apple,,,10-K,2000-09-30,2000-09-30,2000.0,healthy/Apple/a2032880z10-k.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,786.0,620.0,1191.0,801.0,1992.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,786.0,620.0,1096.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2000.0,2000-09-30,4129783545856.0,0.3274188818527714,786.0,620.0,1096.0,4129783546898.5474,0.4365585100993129,50.404542503803825,0.0,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0000912057-02-004945,10-Q,2001-12-29,2001-12-29,2001.0,healthy/Apple/0000912057-02-004945.txt,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:Cash_CashEquiv;HTML:Marketable_Securities;HTML:R_Total_Revenue;HTML:Pi_Net_Income,B,0.315,False,30,,,,1375000.0,38000.0,,2310000.0,647000.0,2957000.0,,1337000.0,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,1375000.0,38000.0,,,4129783545856.0,0.3274188818527714,Apple,AAPL,2001.0,2001-12-29,4129783545856.0,0.3274188818527714,38000.0,,,,,,,unknown
healthy,0,Apple,Apple,,,10-K,2002-09-28,2002-09-28,2002.0,healthy/Apple/a2096490z10-k.htm,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:E_Total_Equity;HTML:Marketable_Securities;HTML:R_Total_Revenue;HTML:Pi_Net_Income;HTML:Operating_Income;MissingH,B,0.26775,False,30,6298000.0,2203000.0,4095000.0,5742000.0,65000.0,17000.0,,4337000.0,,,5677000.0,0.0,,0.6502064147348364,0.05,0.08,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,6298000.0,2203000.0,4095000.0,5742000.0,65000.0,17000.0,73500.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2002.0,2002-09-28,4129783545856.0,0.3274188818527714,65000.0,17000.0,73500.0,4129783615771.363,0.3492468022229789,51.061938620801065,0.0,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0001047469-03-041604,10-K,2003-09-27,2003-09-27,2003.0,healthy/Apple/0001047469-03-041604.txt,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:Marketable_Securities;HTML:Cash_CashEquiv;HTML:R_Total_Revenue;HTML:Pi_Net_Income,B,0.315,False,30,,,,6207000.0,69000.0,,2252000.0,21000.0,2273000.0,,6138000.0,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,6207000.0,69000.0,,,4129783545856.0,0.3274188818527714,Apple,AAPL,2003.0,2003-09-27,4129783545856.0,0.3274188818527714,69000.0,,,,,,,unknown
healthy,0,Apple,Apple,,,10-K,2004-09-25,2004-09-25,2004.0,healthy/Apple/a2147337z10-k.htm,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:Cash_CashEquiv;HTML:Marketable_Securities;HTML:R_Total_Revenue;HTML:Pi_Net_Income;HTML:Operating_Income,B,0.315,False,30,,,,8279000.0,276000.0,326000.0,3396000.0,1141000.0,4537000.0,,8003000.0,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,8279000.0,276000.0,326000.0,439000.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2004.0,2004-09-25,4129783545856.0,0.3274188818527714,276000.0,326000.0,439000.0,4129783963445.7173,0.34924677262044546,45.944604572562646,0.0,healthy
healthy,0,Apple,Apple,,,10-K,2005-09-24,2005-09-24,2005.0,healthy/Apple/a05-20674_110k.htm,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,9.0,151.0,13.0,10.0,23.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,9.0,151.0,84.5,4129783545856.0,0.3274188818527714,Apple,AAPL,2005.0,2005-09-24,4129783545856.0,0.3274188818527714,9.0,151.0,84.5,4129783545936.379,0.43655851023666536,56.27470850867551,0.0,healthy
healthy,0,Apple,APPLE COMPUTER INC,320193.0,0001104659-06-084288,10-K,2006-09-30,2006-09-30,2006.0,healthy/Apple/0001104659-06-084288.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,7.0,8.0,13.0,0.0,13.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,7.0,8.0,11.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2006.0,2006-09-30,4129783545856.0,0.3274188818527714,7.0,8.0,11.0,4129783545866.4634,0.43655851024664594,60.945001752598095,0.0,healthy
healthy,0,Apple,APPLE INC,320193.0,0001047469-07-009340,10-K,2007-09-29,2007-09-29,2007.0,healthy/Apple/0001047469-07-009340.txt,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:Marketable_Securities;HTML:Cash_CashEquiv;HTML:R_Total_Revenue;HTML:Pi_Net_Income;HTML:Operating_Income,B,0.315,False,30,,,,24006000.0,3496000.0,4409000.0,6392000.0,15386000.0,21778000.0,,20510000.0,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,24006000.0,3496000.0,4409000.0,5700500.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2007.0,2007-09-29,4129783545856.0,0.3274188818527714,3496000.0,4409000.0,5700500.0,4129788968339.3345,0.34924634928600146,38.60368618713938,0.0,healthy
healthy,0,Apple,APPLE INC,320193.0,0001193125-08-224958,10-K,2008-09-27,2008-09-27,2008.0,healthy/Apple/0001193125-08-224958.txt,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:Marketable_Securities;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:Cash_CashEquiv;HTML:R_Total_Revenue;HTML:Pi_Net_Income;HTML:Operating_Income;DerivedE_AminusL,B,0.26775,False,30,25347000.0,10815000.0,14532000.0,19315000.0,1989000.0,2453000.0,9352000.0,10110000.0,19462000.0,,17326000.0,0.0,0.767822622006549,0.5733222866611434,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,25347000.0,10815000.0,14532000.0,19315000.0,1989000.0,2453000.0,3215500.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2008.0,2008-09-27,4129783545856.0,0.3274188818527714,1989000.0,2453000.0,3215500.0,4129786604534.2144,0.3492465492733682,40.24310871662857,0.0,healthy
healthy,0,Apple,APPLE INC,320193.0,0001193125-10-012091,10-K,2009-09-26,2009-09-26,2009.0,healthy/Apple/0001193125-10-012091.txt,SGML_Primary_SEQ1;HTMLTables_Targeted;HTML:A_Total_Assets;HTML:L_Total_Liabilities;HTML:Marketable_Securities;HTML:R_Total_Revenue;HTML:Pi_Net_Income;HTML:Operating_Income;MissingH;DerivedE_AminusL,B,0.2275874999999999,False,30,11516000.0,4088000.0,7428000.0,13931000.0,1328000.0,4407000.0,,8261000.0,,,12603000.0,0.0,,0.6450156304272316,0.05,0.08,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,11516000.0,4088000.0,7428000.0,13931000.0,1328000.0,4407000.0,3531500.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2009.0,2009-09-26,4129783545856.0,0.3274188818527714,1328000.0,4407000.0,3531500.0,4129786905122.7124,0.3492465242267284,39.974705891449325,0.0,healthy
healthy,0,Apple,APPLE INC,320193.0,0001193125-10-238044,10-K,2010-09-25,2010-09-25,2010.0,healthy/Apple/0001193125-10-238044.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,1.0,2.4,1.0,146.0,147.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,1.0,2.4,2.2,4129783545856.0,0.3274188818527714,Apple,AAPL,2010.0,2010-09-25,4129783545856.0,0.3274188818527714,1.0,2.4,2.2,4129783545858.093,0.43655851024784104,64.63165056273127,0.0,healthy
healthy,0,Apple,Apple,,,10-K,2011-09-24,2011-09-24,2011.0,healthy/Apple/d220209d10k.htm,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight,A,0.103275,False,30,,,,,1.0,3.3,1.0,146.0,147.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,1.0,3.3,2.65,4129783545856.0,0.3274188818527714,Apple,AAPL,2011.0,2011-09-24,4129783545856.0,0.3274188818527714,1.0,3.3,2.65,4129783545858.521,0.4365585102477797,64.20535654884493,0.0,healthy
healthy,0,Apple,Apple,,,10-K,2012-09-29,2012-09-29,2012.0,healthy/Apple/d411355d10k.htm,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,A,0.103275,False,30,,,,,1.0,4.7,1.0,,1.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,1.0,4.7,3.35,4129783545856.0,0.3274188818527714,Apple,AAPL,2012.0,2012-09-29,4129783545856.0,0.3274188818527714,1.0,4.7,3.35,4129783545859.1865,0.4365585102476848,63.66842804938776,0.0,healthy
healthy,0,Apple,Apple,,,10-K,2013-09-28,2013-09-28,2013.0,healthy/Apple/d590790d10k.htm,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,A,0.103275,False,30,,,,,1.0,4.0,1.0,,1.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,1.0,4.0,3.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2013.0,2013-09-28,4129783545856.0,0.3274188818527714,1.0,4.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
healthy,0,Apple,Apple,,,10-K,2014-09-27,2014-09-27,2014.0,healthy/Apple/d783162d10k.htm,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly;DerivedE_AminusL,A,0.08778375,False,30,231839.0,120292.0,111547.0,,39510.0,4.6,13844.0,,13844.0,,,0.0,0.0597138531480898,0.4811399290024543,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,231839.0,120292.0,111547.0,,39510.0,4.6,39512.3,4129783545856.0,0.3274188818527714,Apple,AAPL,2014.0,2014-09-27,4129783545856.0,0.3274188818527714,39510.0,4.6,39512.3,4129783583441.262,0.3492468050197539,52.83911519004715,0.0,healthy
healthy,0,Apple,APPLE INC,320193.0,0001193125-15-356351,10-K,2015-09-26,2015-09-26,2015.0,healthy/Apple/0001193125-15-356351.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly;DerivedE_AminusL,A,0.08778375,False,30,290479.0,171124.0,119355.0,,53394.0,71230.0,21120.0,,21120.0,,,0.0,0.072707493484899,0.4108902881103281,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,290479.0,171124.0,119355.0,,53394.0,71230.0,89009.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2015.0,2015-09-26,4129783545856.0,0.3274188818527714,53394.0,71230.0,89009.0,4129783630523.98,0.3492468010714062,50.51375315816287,0.0,healthy
healthy,0,Apple,APPLE INC,320193.0,0001628280-16-020309,10-K,2016-09-24,2016-09-24,2016.0,healthy/Apple/0001628280-16-020309.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,A,0.103275,False,30,,,,,2.0,2.0,2.0,,2.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,2.0,2.0,3.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2016.0,2016-09-24,4129783545856.0,0.3274188818527714,2.0,2.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
healthy,0,Apple,Apple,,,10-K,2017-09-30,2017-09-30,2017.0,healthy/Apple/a10-k20179302017.htm,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,A,0.103275,False,30,,,,,2.0,2.0,2.0,,2.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,2.0,2.0,3.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2017.0,2017-09-30,4129783545856.0,0.3274188818527714,2.0,2.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
healthy,0,Apple,APPLE INC,320193.0,0000320193-18-000145,10-K,2018-09-29,2018-09-29,2018.0,healthy/Apple/0000320193-18-000145.txt,SGML_Primary_SEQ1;MissingH;LabelFallback_Tight;HProxyIsCashOnly,A,0.103275,False,30,,,,,2.0,2.0,2.0,,2.0,,,,,,0.05,0.08,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,,,,,2.0,2.0,3.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2018.0,2018-09-29,4129783545856.0,0.3274188818527714,2.0,2.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
healthy,0,Apple,Apple Inc.,320193.0,0000320193-19-000119,10-K,2019-09-28,2019-09-28,2019.0,healthy/Apple/0000320193-19-000119.txt,SGML_Primary_SEQ1;InlineXBRL,D,0.9,True,30,338516000000.0,248028000000.0,90488000000.0,260174000000.0,55256000000.0,63930000000.0,50224000000.0,51713000000.0,101937000000.0,338516000000.0,204918000000.0,0.0,0.3011290455990263,0.2673078968202389,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,338516000000.0,248028000000.0,90488000000.0,260174000000.0,55256000000.0,63930000000.0,87221000000.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2019.0,2019-09-28,4129783545856.0,0.3274188818527714,55256000000.0,63930000000.0,87221000000.0,4212750727490.377,0.32222928869444223,12.027181401216387,1.2787161957644236e-33,healthy
healthy,0,Apple,Apple Inc.,320193.0,0000320193-20-000096,10-K,2020-09-26,2020-09-26,2020.0,healthy/Apple/0000320193-20-000096.txt,SGML_Primary_SEQ1;InlineXBRL;SANITY_DROP_OperatingIncome_OutOfRange,D,0.9,True,30,323888000000.0,258549000000.0,65339000000.0,365000000.0,57411000000.0,,39789000000.0,52927000000.0,92716000000.0,323888000000.0,-57046000000.0,0.0,0.2862594477103196,0.201733315220076,0.05,0.08,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,AAPL,0.3274188818527714,4129783545856.0,14776353000.0,278.2799987792969,4111963494802.46,0.05,323888000000.0,258549000000.0,65339000000.0,365000000.0,57411000000.0,,129274500000.0,4129783545856.0,0.3274188818527714,Apple,AAPL,2020.0,2020-09-26,4129783545856.0,0.3274188818527714,57411000000.0,,129274500000.0,4252753253248.8174,0.6340213115431578,5.2717349611374935,6.757006853375498e-08,healthy
